id,Table_Name,Table_Sub_Name,Table_Section,Breakdown,Quarter,Unit
1084,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202006,$ (millions)
1085,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202006,$ (millions)
1086,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202006,$ (millions)
1087,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202009,$ (millions)
1088,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202009,$ (millions)
1089,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202009,$ (millions)
1090,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202012,$ (millions)
1091,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202012,$ (millions)
1092,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202012,$ (millions)
1093,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202103,$ (millions)
1094,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202103,$ (millions)
1095,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202103,$ (millions)
1096,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202106,$ (millions)
1097,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202106,$ (millions)
1098,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202106,$ (millions)
1099,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202109,$ (millions)
1100,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202109,$ (millions)
1101,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202109,$ (millions)
1102,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202112,$ (millions)
1103,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202112,$ (millions)
1104,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202112,$ (millions)
1105,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202203,$ (millions)
1106,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202203,$ (millions)
1107,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202203,$ (millions)
1108,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202206,$ (millions)
1109,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202206,$ (millions)
1110,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202206,$ (millions)
1111,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202209,$ (millions)
1112,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202209,$ (millions)
1113,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202209,$ (millions)
1114,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202212,$ (millions)
1115,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202212,$ (millions)
1116,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202212,$ (millions)
1117,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202303,$ (millions)
1118,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202303,$ (millions)
1119,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202303,$ (millions)
1120,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202306,$ (millions)
1121,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202306,$ (millions)
1122,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202306,$ (millions)
1123,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202309,$ (millions)
1124,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202309,$ (millions)
1125,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202309,$ (millions)
1126,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202312,$ (millions)
1127,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202312,$ (millions)
1128,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202312,$ (millions)
1129,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,"China, People's Republic of",202403,$ (millions)
1130,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,Other,202403,$ (millions)
1131,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,Maori Authorities,United States of America,202403,$ (millions)
1132,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201703,$ (millions)
1133,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201703,$ (millions)
1134,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201706,$ (millions)
1135,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201706,$ (millions)
1136,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201709,$ (millions)
1137,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201709,$ (millions)
1138,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201712,$ (millions)
1139,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201712,$ (millions)
1140,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201803,$ (millions)
1141,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201803,$ (millions)
1142,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201806,$ (millions)
1143,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201806,$ (millions)
1144,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201809,$ (millions)
1145,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201809,$ (millions)
1146,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201812,$ (millions)
1147,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201812,$ (millions)
1148,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201903,$ (millions)
1149,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201903,$ (millions)
1150,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201906,$ (millions)
1151,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201906,$ (millions)
1152,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201909,$ (millions)
1153,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201909,$ (millions)
1154,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",201912,$ (millions)
1155,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,201912,$ (millions)
1156,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202003,$ (millions)
1157,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202003,$ (millions)
1158,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202006,$ (millions)
1159,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202006,$ (millions)
1160,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202009,$ (millions)
1161,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202009,$ (millions)
1162,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202012,$ (millions)
1163,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202012,$ (millions)
1164,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202103,$ (millions)
1165,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202103,$ (millions)
1166,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202106,$ (millions)
1167,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202106,$ (millions)
1168,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202109,$ (millions)
1169,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202109,$ (millions)
1170,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202112,$ (millions)
1171,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202112,$ (millions)
1172,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202203,$ (millions)
1173,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202203,$ (millions)
1174,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202206,$ (millions)
1175,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202206,$ (millions)
1176,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202209,$ (millions)
1177,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202209,$ (millions)
1178,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202212,$ (millions)
1179,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202212,$ (millions)
1180,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202303,$ (millions)
1181,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202303,$ (millions)
1182,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202306,$ (millions)
1183,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202306,$ (millions)
1184,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202309,$ (millions)
1185,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202309,$ (millions)
1186,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202312,$ (millions)
1187,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202312,$ (millions)
1188,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,"Milk powder, butter, and cheese",202403,$ (millions)
1189,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,Maori Authorities,All Other,202403,$ (millions)
1190,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201703,$ (millions)
1191,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201706,$ (millions)
1192,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201709,$ (millions)
1193,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201712,$ (millions)
1194,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201803,$ (millions)
1195,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201806,$ (millions)
1196,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201809,$ (millions)
1197,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201812,$ (millions)
1198,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201903,$ (millions)
1199,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201906,$ (millions)
1200,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201909,$ (millions)
1201,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,201912,$ (millions)
1202,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202003,$ (millions)
1203,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202006,$ (millions)
1204,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202009,$ (millions)
1205,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202012,$ (millions)
1206,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202103,$ (millions)
1207,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202106,$ (millions)
1208,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202109,$ (millions)
1209,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202112,$ (millions)
1210,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202203,$ (millions)
1211,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202206,$ (millions)
1212,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202209,$ (millions)
1213,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202212,$ (millions)
1214,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202303,$ (millions)
1215,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202306,$ (millions)
1216,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202309,$ (millions)
1217,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202312,$ (millions)
1218,"Goods exports, by Maori authorities and all New Zealand businesses",Total,Maori Authorities,Total,202403,$ (millions)
1219,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201703,$ (millions)
1220,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201703,$ (millions)
1221,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201706,$ (millions)
1222,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201706,$ (millions)
1223,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201709,$ (millions)
1224,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201709,$ (millions)
1225,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201712,$ (millions)
1226,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201712,$ (millions)
1227,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201803,$ (millions)
1228,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201803,$ (millions)
1229,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201806,$ (millions)
1230,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201806,$ (millions)
1231,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201809,$ (millions)
1232,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201809,$ (millions)
1233,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201812,$ (millions)
1234,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201812,$ (millions)
1235,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201903,$ (millions)
1236,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201903,$ (millions)
1237,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201906,$ (millions)
1238,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201906,$ (millions)
1239,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201909,$ (millions)
1240,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201909,$ (millions)
1241,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",201912,$ (millions)
1242,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,201912,$ (millions)
1243,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202003,$ (millions)
1244,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202003,$ (millions)
1245,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202006,$ (millions)
1246,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202006,$ (millions)
1247,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202009,$ (millions)
1248,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202009,$ (millions)
1249,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202012,$ (millions)
1250,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202012,$ (millions)
1251,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202103,$ (millions)
1252,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202103,$ (millions)
1253,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202106,$ (millions)
1254,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202106,$ (millions)
1255,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202109,$ (millions)
1256,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202109,$ (millions)
1257,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202112,$ (millions)
1258,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202112,$ (millions)
1259,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202203,$ (millions)
1260,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202203,$ (millions)
1261,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202206,$ (millions)
1262,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202206,$ (millions)
1263,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202209,$ (millions)
1264,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202209,$ (millions)
1265,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202212,$ (millions)
1266,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202212,$ (millions)
1267,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202303,$ (millions)
1268,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202303,$ (millions)
1269,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202306,$ (millions)
1270,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202306,$ (millions)
1271,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202309,$ (millions)
1272,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202309,$ (millions)
1273,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202312,$ (millions)
1274,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202312,$ (millions)
1275,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,"Milk powder, butter, and cheese",202403,$ (millions)
1276,"Goods exports, by Maori authorities and all New Zealand businesses",By commodity,All New Zealand businesses,All Other,202403,$ (millions)
1277,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201703,$ (millions)
1278,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201703,$ (millions)
1279,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201703,$ (millions)
1280,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201706,$ (millions)
1281,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201706,$ (millions)
1282,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201706,$ (millions)
1283,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201709,$ (millions)
1284,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201709,$ (millions)
1285,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201709,$ (millions)
1286,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201712,$ (millions)
1287,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201712,$ (millions)
1288,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201712,$ (millions)
1289,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201803,$ (millions)
1290,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201803,$ (millions)
1291,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201803,$ (millions)
1292,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201806,$ (millions)
1293,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201806,$ (millions)
1294,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201806,$ (millions)
1295,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201809,$ (millions)
1296,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201809,$ (millions)
1297,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201809,$ (millions)
1298,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201812,$ (millions)
1299,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201812,$ (millions)
1300,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201812,$ (millions)
1301,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201903,$ (millions)
1302,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201903,$ (millions)
1303,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201903,$ (millions)
1304,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201906,$ (millions)
1305,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201906,$ (millions)
1306,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201906,$ (millions)
1307,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201909,$ (millions)
1308,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201909,$ (millions)
1309,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201909,$ (millions)
1310,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",201912,$ (millions)
1311,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,201912,$ (millions)
1312,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,201912,$ (millions)
1313,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202003,$ (millions)
1314,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,Other,202003,$ (millions)
1315,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,United States of America,202003,$ (millions)
1316,"Goods exports, by Maori authorities and all New Zealand businesses ",By selected countries,All New Zealand businesses,"China, People's Republic of",202006,$ (millions)
